Date Time, Water Level, Sigma, I, L 
2016-03-28 19:00,2.950,0.005,0,0
2016-03-28 20:00,2.913,0.005,0,0
2016-03-28 21:00,2.644,0.015,0,0
2016-03-28 22:00,2.156,0.012,0,0
2016-03-28 23:00,1.553,0.011,0,0
2016-03-29 00:00,1.014,0.017,0,0
2016-03-29 01:00,0.685,0.008,0,0
2016-03-29 02:00,0.636,0.007,0,0
2016-03-29 03:00,1.075,0.004,0,0
2016-03-29 04:00,1.534,0.005,0,0
2016-03-29 05:00,2.032,0.009,0,0
2016-03-29 06:00,2.638,0.006,0,0
2016-03-29 07:00,2.900,0.005,0,0
2016-03-29 08:00,2.938,0.005,0,0
2016-03-29 09:00,2.599,0.009,0,0
2016-03-29 10:00,2.157,0.008,0,0
2016-03-29 11:00,1.534,0.010,0,0
2016-03-29 12:00,0.848,0.020,0,0
2016-03-29 13:00,0.359,0.026,0,0
2016-03-29 14:00,0.165,0.009,0,0
2016-03-29 15:00,0.461,0.006,0,0
2016-03-29 16:00,0.774,0.009,0,0
2016-03-29 17:00,1.266,0.008,0,0
2016-03-29 18:00,1.849,0.010,0,0
2016-03-29 19:00,2.284,0.020,0,0
2016-03-29 20:00,2.500,0.007,0,0
2016-03-29 21:00,2.402,0.011,0,0
2016-03-29 22:00,2.021,0.010,0,0
2016-03-29 23:00,1.581,0.006,0,0
2016-03-30 00:00,1.059,0.010,0,0
2016-03-30 01:00,0.555,0.009,0,0
2016-03-30 02:00,0.379,0.006,0,0
2016-03-30 03:00,0.562,0.006,0,0
2016-03-30 04:00,0.913,0.023,0,0
2016-03-30 05:00,1.401,0.007,0,0
2016-03-30 06:00,1.962,0.007,0,0
2016-03-30 07:00,2.469,0.006,0,0
2016-03-30 08:00,2.736,0.005,0,0
2016-03-30 09:00,2.747,0.005,0,0
2016-03-30 10:00,2.418,0.008,0,0
2016-03-30 11:00,1.968,0.013,0,0
2016-03-30 12:00,1.387,0.022,0,0
2016-03-30 13:00,0.907,0.017,0,0
2016-03-30 14:00,0.606,0.005,0,0
2016-03-30 15:00,0.564,0.006,0,0
2016-03-30 16:00,0.819,0.005,0,0
2016-03-30 17:00,1.153,0.007,0,0
2016-03-30 18:00,1.626,0.008,0,0
2016-03-30 19:00,2.161,0.006,0,0
2016-03-30 20:00,2.572,0.007,0,0
2016-03-30 21:00,2.650,0.012,0,0
2016-03-30 22:00,2.410,0.010,0,0
2016-03-30 23:00,2.073,0.008,0,0
