Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-03-01 00:00,-0.618,0.023,1,0,0,0,p
2017-03-01 00:06,-0.497,0.039,0,0,0,0,p
2017-03-01 00:12,-0.371,0.056,1,0,0,0,p
2017-03-01 00:18,-0.226,0.026,0,0,0,0,p
2017-03-01 00:24,-0.046,0.026,0,0,0,0,p
2017-03-01 00:30,0.143,0.023,0,0,0,0,p
2017-03-01 00:36,0.327,0.023,0,0,0,0,p
2017-03-01 00:42,0.561,0.030,0,0,0,0,p
2017-03-01 00:48,0.777,0.030,0,0,0,0,p
2017-03-01 00:54,0.998,0.030,0,0,0,0,p
2017-03-01 01:00,1.218,0.033,0,0,0,0,p
2017-03-01 01:06,1.426,0.030,0,0,0,0,p
2017-03-01 01:12,1.619,0.026,1,0,0,0,p
2017-03-01 01:18,1.822,0.026,0,0,0,0,p
2017-03-01 01:24,2.011,0.020,0,0,0,0,p
2017-03-01 01:30,2.213,0.023,0,0,0,0,p
2017-03-01 01:36,2.411,0.026,0,0,0,0,p
2017-03-01 01:42,2.641,0.026,0,0,0,0,p
2017-03-01 01:48,2.879,0.030,0,0,0,0,p
2017-03-01 01:54,3.141,0.030,0,0,0,0,p
2017-03-01 02:00,3.406,0.030,0,0,0,0,p
2017-03-01 02:06,3.685,0.033,0,0,0,0,p
2017-03-01 02:12,3.987,0.030,0,0,0,0,p
2017-03-01 02:18,4.261,0.033,0,0,0,0,p
2017-03-01 02:24,4.549,0.026,0,0,0,0,p
2017-03-01 02:30,4.820,0.033,0,0,0,0,p
2017-03-01 02:36,5.099,0.033,0,0,0,0,p
2017-03-01 02:42,5.346,0.026,0,0,0,0,p
2017-03-01 02:48,5.616,0.030,0,0,0,0,p
2017-03-01 02:54,5.868,0.030,0,0,0,0,p
2017-03-01 03:00,6.165,0.033,0,0,0,0,p
2017-03-01 03:06,6.431,0.026,0,0,0,0,p
2017-03-01 03:12,6.724,0.036,0,0,0,0,p
2017-03-01 03:18,7.012,0.030,0,0,0,0,p
2017-03-01 03:24,7.300,0.030,0,0,0,0,p
2017-03-01 03:30,7.574,0.026,0,0,0,0,p
2017-03-01 03:36,7.840,0.030,0,0,0,0,p
2017-03-01 03:42,8.074,0.023,0,0,0,0,p
2017-03-01 03:48,8.313,0.026,0,0,0,0,p
2017-03-01 03:54,8.556,0.020,0,0,0,0,p
2017-03-01 04:00,8.763,0.026,0,0,0,0,p
2017-03-01 04:06,8.992,0.020,0,0,0,0,p
2017-03-01 04:12,9.177,0.026,0,0,0,0,p
2017-03-01 04:18,9.402,0.020,0,0,0,0,p
2017-03-01 04:24,9.600,0.023,0,0,0,0,p
2017-03-01 04:30,9.798,0.023,0,0,0,0,p
2017-03-01 04:36,9.983,0.020,0,0,0,0,p
2017-03-01 04:42,10.145,0.016,0,0,0,0,p
2017-03-01 04:48,10.271,0.016,0,0,0,0,p
2017-03-01 04:54,10.437,0.016,0,0,0,0,p
2017-03-01 05:00,10.536,0.010,0,0,0,0,p
2017-03-01 05:06,10.653,0.010,0,0,0,0,p
2017-03-01 05:12,10.721,0.016,0,0,0,0,p
2017-03-01 05:18,10.793,0.007,0,0,0,0,p
2017-03-01 05:24,10.797,0.007,0,0,0,0,p
2017-03-01 05:30,10.851,0.007,0,0,0,0,p
2017-03-01 05:36,10.833,0.010,1,0,0,0,p
2017-03-01 05:42,10.824,0.013,0,0,0,0,p
2017-03-01 05:48,10.784,0.010,0,0,0,0,p
2017-03-01 05:54,10.775,0.007,0,0,0,0,p
2017-03-01 06:00,10.730,0.010,0,0,0,0,p
2017-03-01 06:06,10.676,0.010,1,0,0,0,p
2017-03-01 06:12,10.613,0.010,0,0,0,0,p
2017-03-01 06:18,10.554,0.010,0,0,0,0,p
2017-03-01 06:24,10.451,0.016,0,0,0,0,p
2017-03-01 06:30,10.316,0.013,0,0,0,0,p
2017-03-01 06:36,10.163,0.020,0,0,0,0,p
2017-03-01 06:42,9.992,0.016,0,0,0,0,p
2017-03-01 06:48,9.829,0.020,0,0,0,0,p
2017-03-01 06:54,9.654,0.020,0,0,0,0,p
2017-03-01 07:00,9.510,0.020,0,0,0,0,p
2017-03-01 07:06,9.334,0.020,0,0,0,0,p
2017-03-01 07:12,9.181,0.016,0,0,0,0,p
2017-03-01 07:18,9.019,0.020,0,0,0,0,p
2017-03-01 07:24,8.844,0.023,0,0,0,0,p
2017-03-01 07:30,8.668,0.026,0,0,0,0,p
2017-03-01 07:36,8.439,0.026,0,0,0,0,p
2017-03-01 07:42,8.209,0.023,0,0,0,0,p
2017-03-01 07:48,7.988,0.026,0,0,0,0,p
2017-03-01 07:54,7.727,0.030,0,0,0,0,p
2017-03-01 08:00,7.484,0.026,0,0,0,0,p
2017-03-01 08:06,7.246,0.023,0,0,0,0,p
2017-03-01 08:12,6.998,0.026,0,0,0,0,p
2017-03-01 08:18,6.764,0.023,0,0,0,0,p
2017-03-01 08:24,6.503,0.030,0,0,0,0,p
2017-03-01 08:30,6.237,0.030,0,0,0,0,p
2017-03-01 08:36,5.967,0.033,0,0,0,0,p
2017-03-01 08:42,5.657,0.033,0,0,0,0,p
2017-03-01 08:48,5.351,0.036,0,0,0,0,p
2017-03-01 08:54,5.054,0.033,0,0,0,0,p
2017-03-01 09:00,4.734,0.036,0,0,0,0,p
2017-03-01 09:06,4.428,0.030,0,0,0,0,p
2017-03-01 09:12,4.153,0.033,0,0,0,0,p
2017-03-01 09:18,3.852,0.030,0,0,0,0,p
2017-03-01 09:24,3.604,0.026,0,0,0,0,p
2017-03-01 09:30,3.334,0.030,0,0,0,0,p
2017-03-01 09:36,3.086,0.030,0,0,0,0,p
2017-03-01 09:42,2.816,0.030,0,0,0,0,p
2017-03-01 09:48,2.569,0.026,0,0,0,0,p
2017-03-01 09:54,2.330,0.030,0,0,0,0,p
2017-03-01 10:00,2.033,0.036,0,0,0,0,p
2017-03-01 10:06,1.763,0.030,0,0,0,0,p
2017-03-01 10:12,1.520,0.030,0,0,0,0,p
2017-03-01 10:18,1.254,0.030,0,0,0,0,p
2017-03-01 10:24,0.998,0.030,0,0,0,0,p
2017-03-01 10:30,0.764,0.023,0,0,0,0,p
2017-03-01 10:36,0.552,0.026,0,0,0,0,p
2017-03-01 10:42,0.332,0.026,0,0,0,0,p
2017-03-01 10:48,0.116,0.026,0,0,0,0,p
2017-03-01 10:54,-0.091,0.026,0,0,0,0,p
2017-03-01 11:00,-0.289,0.023,0,0,0,0,p
2017-03-01 11:06,-0.474,0.026,0,0,0,0,p
2017-03-01 11:12,-0.659,0.020,0,0,0,0,p
2017-03-01 11:18,-0.807,0.020,0,0,0,0,p
2017-03-01 11:24,-0.942,0.020,0,0,0,0,p
2017-03-01 11:30,-1.055,0.030,0,0,0,0,p
2017-03-01 11:36,-1.176,0.036,0,0,0,0,p
2017-03-01 11:42,-1.235,0.016,0,0,0,0,p
2017-03-01 11:48,-1.235,0.013,1,0,0,0,p
2017-03-01 11:54,-1.248,0.016,0,0,0,0,p
2017-03-01 12:00,-1.248,0.016,0,0,0,0,p
2017-03-01 12:06,-1.203,0.023,0,0,0,0,p
2017-03-01 12:12,-1.158,0.039,0,0,0,0,p
2017-03-01 12:18,-1.059,0.033,0,0,0,0,p
2017-03-01 12:24,-0.902,0.020,1,0,0,0,p
2017-03-01 12:30,-0.843,0.066,0,0,0,0,p
2017-03-01 12:36,-0.641,0.036,0,0,0,0,p
2017-03-01 12:42,-0.398,0.043,0,0,0,0,p
2017-03-01 12:48,-0.208,0.059,0,0,0,0,p
2017-03-01 12:54,0.057,0.052,0,0,0,0,p
2017-03-01 13:00,0.278,0.030,0,0,0,0,p
2017-03-01 13:06,0.512,0.033,0,0,0,0,p
2017-03-01 13:12,0.701,0.023,0,0,0,0,p
2017-03-01 13:18,0.908,0.039,0,0,0,0,p
2017-03-01 13:24,1.133,0.033,0,0,0,0,p
2017-03-01 13:30,1.362,0.033,0,0,0,0,p
2017-03-01 13:36,1.588,0.026,0,0,0,0,p
2017-03-01 13:42,1.750,0.052,1,0,0,0,p
2017-03-01 13:48,2.002,0.036,0,0,0,0,p
2017-03-01 13:54,2.245,0.033,0,0,0,0,p
2017-03-01 14:00,2.506,0.056,0,0,0,0,p
2017-03-01 14:06,2.695,0.023,1,0,0,0,p
2017-03-01 14:12,3.001,0.052,0,0,0,0,p
2017-03-01 14:18,3.307,0.069,0,0,0,0,p
2017-03-01 14:24,3.568,0.039,0,0,0,0,p
2017-03-01 14:30,3.901,0.046,0,0,0,0,p
2017-03-01 14:36,4.153,0.016,0,0,0,0,p
2017-03-01 14:42,4.414,0.039,0,0,0,0,p
2017-03-01 14:48,4.666,0.049,0,0,0,0,p
2017-03-01 14:54,4.968,0.039,0,0,0,0,p
2017-03-01 15:00,5.306,0.023,0,0,0,0,p
2017-03-01 15:06,5.553,0.039,0,0,0,0,p
2017-03-01 15:12,5.882,0.023,0,0,0,0,p
2017-03-01 15:18,6.143,0.046,0,0,0,0,p
2017-03-01 15:24,6.440,0.043,0,0,0,0,p
2017-03-01 15:30,6.728,0.043,0,0,0,0,p
2017-03-01 15:36,7.057,0.023,0,0,0,0,p
2017-03-01 15:42,7.354,0.033,0,0,0,0,p
2017-03-01 15:48,7.619,0.026,0,0,0,0,p
2017-03-01 15:54,7.876,0.030,0,0,0,0,p
2017-03-01 16:00,8.177,0.036,0,0,0,0,p
2017-03-01 16:06,8.515,0.020,0,0,0,0,p
2017-03-01 16:12,8.772,0.052,0,0,0,0,p
2017-03-01 16:18,9.042,0.020,0,0,0,0,p
2017-03-01 16:24,9.258,0.026,0,0,0,0,p
2017-03-01 16:30,9.469,0.023,0,0,0,0,p
2017-03-01 16:36,9.672,0.026,0,0,0,0,p
2017-03-01 16:42,9.847,0.026,1,0,0,0,p
2017-03-01 16:48,10.005,0.033,1,0,0,0,p
2017-03-01 16:54,10.145,0.023,0,0,0,0,p
2017-03-01 17:00,10.293,0.016,0,0,0,0,p
2017-03-01 17:06,10.473,0.023,0,0,0,0,p
2017-03-01 17:12,10.707,0.023,0,0,0,0,p
2017-03-01 17:18,10.905,0.030,0,0,0,0,p
2017-03-01 17:24,11.063,0.016,0,0,0,0,p
2017-03-01 17:30,11.211,0.020,0,0,0,0,p
2017-03-01 17:36,11.328,0.013,1,0,0,0,p
2017-03-01 17:42,11.432,0.030,0,0,0,0,p
2017-03-01 17:48,11.472,0.016,0,0,0,0,p
2017-03-01 17:54,11.459,0.010,1,0,0,0,p
2017-03-01 18:00,11.427,0.013,0,0,0,0,p
2017-03-01 18:06,11.409,0.013,0,0,0,0,p
2017-03-01 18:12,11.364,0.010,0,0,0,0,p
2017-03-01 18:18,11.274,0.007,0,0,0,0,p
2017-03-01 18:24,11.225,0.016,0,0,0,0,p
2017-03-01 18:30,11.117,0.010,0,0,0,0,p
2017-03-01 18:36,11.072,0.016,0,0,0,0,p
2017-03-01 18:42,10.959,0.020,0,0,0,0,p
2017-03-01 18:48,10.829,0.023,0,0,0,0,p
2017-03-01 18:54,10.676,0.013,0,0,0,0,p
2017-03-01 19:00,10.559,0.023,0,0,0,0,p
2017-03-01 19:06,10.392,0.016,0,0,0,0,p
2017-03-01 19:12,10.298,0.016,0,0,0,0,p
2017-03-01 19:18,10.158,0.020,0,0,0,0,p
2017-03-01 19:24,10.023,0.023,1,0,0,0,p
2017-03-01 19:30,9.847,0.026,0,0,0,0,p
2017-03-01 19:36,9.690,0.016,0,0,0,0,p
2017-03-01 19:42,9.546,0.026,0,0,0,0,p
2017-03-01 19:48,9.334,0.026,0,0,0,0,p
2017-03-01 19:54,9.114,0.026,0,0,0,0,p
2017-03-01 20:00,8.880,0.023,0,0,0,0,p
2017-03-01 20:06,8.632,0.039,0,0,0,0,p
2017-03-01 20:12,8.362,0.043,0,0,0,0,p
2017-03-01 20:18,8.101,0.033,0,0,0,0,p
2017-03-01 20:24,7.826,0.030,0,0,0,0,p
2017-03-01 20:30,7.570,0.033,0,0,0,0,p
2017-03-01 20:36,7.331,0.026,0,0,0,0,p
2017-03-01 20:42,7.102,0.030,0,0,0,0,p
2017-03-01 20:48,6.872,0.026,0,0,0,0,p
2017-03-01 20:54,6.665,0.023,0,0,0,0,p
2017-03-01 21:00,6.453,0.030,0,0,0,0,p
2017-03-01 21:06,6.192,0.033,0,0,0,0,p
2017-03-01 21:12,5.945,0.033,0,0,0,0,p
2017-03-01 21:18,5.697,0.033,0,0,0,0,p
2017-03-01 21:24,5.414,0.030,0,0,0,0,p
2017-03-01 21:30,5.067,0.046,1,0,0,0,p
2017-03-01 21:36,4.752,0.033,0,0,0,0,p
2017-03-01 21:42,4.486,0.039,0,0,0,0,p
2017-03-01 21:48,4.153,0.056,0,0,0,0,p
2017-03-01 21:54,3.901,0.030,0,0,0,0,p
2017-03-01 22:00,3.640,0.033,0,0,0,0,p
2017-03-01 22:06,3.379,0.036,0,0,0,0,p
2017-03-01 22:12,3.118,0.036,0,0,0,0,p
2017-03-01 22:18,2.875,0.036,0,0,0,0,p
2017-03-01 22:24,2.623,0.039,0,0,0,0,p
2017-03-01 22:30,2.371,0.039,1,0,0,0,p
2017-03-01 22:36,2.101,0.036,0,0,0,0,p
2017-03-01 22:42,1.849,0.033,0,0,0,0,p
2017-03-01 22:48,1.601,0.030,0,0,0,0,p
2017-03-01 22:54,1.349,0.030,0,0,0,0,p
2017-03-01 23:00,1.133,0.026,0,0,0,0,p
2017-03-01 23:06,0.939,0.033,0,0,0,0,p
2017-03-01 23:12,0.719,0.030,0,0,0,0,p
2017-03-01 23:18,0.530,0.020,0,0,0,0,p
2017-03-01 23:24,0.354,0.066,1,0,0,0,p
2017-03-01 23:30,0.192,0.030,1,0,0,0,p
2017-03-01 23:36,0.044,0.026,1,0,0,0,p
2017-03-01 23:42,-0.100,0.033,0,0,0,0,p
2017-03-01 23:48,-0.208,0.020,0,0,0,0,p
2017-03-01 23:54,-0.276,0.020,1,0,0,0,p
2017-03-02 00:00,-0.325,0.016,0,0,0,0,p
2017-03-02 00:06,-0.357,0.033,0,0,0,0,p
2017-03-02 00:12,-0.353,0.043,0,0,0,0,p
2017-03-02 00:18,-0.294,0.020,0,0,0,0,p
2017-03-02 00:24,-0.262,0.023,0,0,0,0,p
2017-03-02 00:30,-0.231,0.020,0,0,0,0,p
2017-03-02 00:36,-0.150,0.020,0,0,0,0,p
2017-03-02 00:42,-0.042,0.020,0,0,0,0,p
2017-03-02 00:48,0.044,0.020,0,0,0,0,p
2017-03-02 00:54,0.147,0.023,0,0,0,0,p
2017-03-02 01:00,0.305,0.026,0,0,0,0,p
2017-03-02 01:06,0.507,0.026,0,0,0,0,p
2017-03-02 01:12,0.678,0.030,0,0,0,0,p
2017-03-02 01:18,0.849,0.036,0,0,0,0,p
2017-03-02 01:24,1.061,0.030,0,0,0,0,p
2017-03-02 01:30,1.290,0.030,0,0,0,0,p
2017-03-02 01:36,1.520,0.023,0,0,0,0,p
2017-03-02 01:42,1.723,0.026,0,0,0,0,p
2017-03-02 01:48,1.979,0.033,0,0,0,0,p
2017-03-02 01:54,2.245,0.030,0,0,0,0,p
2017-03-02 02:00,2.447,0.030,1,0,0,0,p
2017-03-02 02:06,2.654,0.030,0,0,0,0,p
2017-03-02 02:12,2.911,0.030,0,0,0,0,p
2017-03-02 02:18,3.150,0.026,0,0,0,0,p
2017-03-02 02:24,3.325,0.020,0,0,0,0,p
2017-03-02 02:30,3.496,0.023,0,0,0,0,p
2017-03-02 02:36,3.676,0.023,0,0,0,0,p
2017-03-02 02:42,3.883,0.033,0,0,0,0,p
2017-03-02 02:48,4.090,0.023,0,0,0,0,p
2017-03-02 02:54,4.261,0.023,0,0,0,0,p
2017-03-02 03:00,4.527,0.033,0,0,0,0,p
2017-03-02 03:06,4.779,0.033,0,0,0,0,p
2017-03-02 03:12,5.031,0.026,0,0,0,0,p
2017-03-02 03:18,5.292,0.033,0,0,0,0,p
2017-03-02 03:24,5.612,0.039,0,0,0,0,p
2017-03-02 03:30,5.922,0.039,0,0,0,0,p
2017-03-02 03:36,6.260,0.039,0,0,0,0,p
2017-03-02 03:42,6.580,0.033,0,0,0,0,p
2017-03-02 03:48,6.899,0.039,0,0,0,0,p
2017-03-02 03:54,7.250,0.033,0,0,0,0,p
2017-03-02 04:00,7.565,0.036,0,0,0,0,p
2017-03-02 04:06,7.925,0.036,0,0,0,0,p
2017-03-02 04:12,8.213,0.030,0,0,0,0,p
2017-03-02 04:18,8.511,0.030,0,0,0,0,p
2017-03-02 04:24,8.781,0.026,0,0,0,0,p
2017-03-02 04:30,9.001,0.020,0,0,0,0,p
2017-03-02 04:36,9.244,0.030,0,0,0,0,p
2017-03-02 04:42,9.465,0.020,0,0,0,0,p
2017-03-02 04:48,9.609,0.023,0,0,0,0,p
2017-03-02 04:54,9.816,0.020,0,0,0,0,p
2017-03-02 05:00,9.983,0.016,0,0,0,0,p
2017-03-02 05:06,10.131,0.016,0,0,0,0,p
2017-03-02 05:12,10.289,0.016,0,0,0,0,p
2017-03-02 05:18,10.446,0.020,0,0,0,0,p
2017-03-02 05:24,10.541,0.013,0,0,0,0,p
2017-03-02 05:30,10.667,0.013,0,0,0,0,p
2017-03-02 05:36,10.797,0.013,0,0,0,0,p
2017-03-02 05:42,10.892,0.010,0,0,0,0,p
2017-03-02 05:48,10.968,0.013,0,0,0,0,p
2017-03-02 05:54,11.040,0.007,1,0,0,0,p
2017-03-02 06:00,11.130,0.016,0,0,0,0,p
2017-03-02 06:06,11.220,0.023,0,0,0,0,p
2017-03-02 06:12,11.279,0.010,0,0,0,0,p
2017-03-02 06:18,11.310,0.010,1,0,0,0,p
2017-03-02 06:24,11.328,0.010,0,0,0,0,p
2017-03-02 06:30,11.328,0.007,0,0,0,0,p
2017-03-02 06:36,11.337,0.007,1,0,0,0,p
2017-03-02 06:42,11.288,0.010,0,0,0,0,p
2017-03-02 06:48,11.261,0.016,0,0,0,0,p
2017-03-02 06:54,11.162,0.007,1,0,0,0,p
2017-03-02 07:00,11.063,0.013,0,0,0,0,p
2017-03-02 07:06,10.955,0.013,0,0,0,0,p
2017-03-02 07:12,10.842,0.013,0,0,0,0,p
2017-03-02 07:18,10.779,0.010,0,0,0,0,p
2017-03-02 07:24,10.671,0.020,0,0,0,0,p
2017-03-02 07:30,10.491,0.013,0,0,0,0,p
2017-03-02 07:36,10.388,0.023,0,0,0,0,p
2017-03-02 07:42,10.230,0.020,0,0,0,0,p
2017-03-02 07:48,10.068,0.026,0,0,0,0,p
2017-03-02 07:54,9.897,0.020,0,0,0,0,p
2017-03-02 08:00,9.690,0.023,0,0,0,0,p
2017-03-02 08:06,9.433,0.020,0,0,0,0,p
2017-03-02 08:12,9.204,0.026,0,0,0,0,p
2017-03-02 08:18,8.938,0.030,0,0,0,0,p
2017-03-02 08:24,8.700,0.023,0,0,0,0,p
2017-03-02 08:30,8.475,0.033,0,0,0,0,p
2017-03-02 08:36,8.245,0.020,0,0,0,0,p
2017-03-02 08:42,8.006,0.023,0,0,0,0,p
2017-03-02 08:48,7.808,0.023,0,0,0,0,p
2017-03-02 08:54,7.592,0.023,0,0,0,0,p
2017-03-02 09:00,7.421,0.023,0,0,0,0,p
2017-03-02 09:06,7.169,0.026,0,0,0,0,p
2017-03-02 09:12,6.976,0.016,0,0,0,0,p
2017-03-02 09:18,6.737,0.036,0,0,0,0,p
2017-03-02 09:24,6.440,0.033,0,0,0,0,p
2017-03-02 09:30,6.165,0.033,0,0,0,0,p
2017-03-02 09:36,5.850,0.036,0,0,0,0,p
2017-03-02 09:42,5.504,0.039,0,0,0,0,p
2017-03-02 09:48,5.189,0.039,0,0,0,0,p
2017-03-02 09:54,4.838,0.039,0,0,0,0,p
2017-03-02 10:00,4.513,0.033,0,0,0,0,p
2017-03-02 10:06,4.203,0.039,0,0,0,0,p
2017-03-02 10:12,3.865,0.030,0,0,0,0,p
2017-03-02 10:18,3.577,0.036,0,0,0,0,p
2017-03-02 10:24,3.235,0.056,0,0,0,0,p
2017-03-02 10:30,2.902,0.046,0,0,0,0,p
2017-03-02 10:36,2.587,0.046,0,0,0,0,p
2017-03-02 10:42,2.272,0.030,0,0,0,0,p
2017-03-02 10:48,2.047,0.026,0,0,0,0,p
2017-03-02 10:54,1.799,0.036,0,0,0,0,p
2017-03-02 11:00,1.556,0.036,0,0,0,0,p
2017-03-02 11:06,1.380,0.036,0,0,0,0,p
2017-03-02 11:12,1.205,0.043,0,0,0,0,p
2017-03-02 11:18,1.020,0.030,0,0,0,0,p
2017-03-02 11:24,0.854,0.026,1,0,0,0,p
2017-03-02 11:30,0.678,0.046,0,0,0,0,p
2017-03-02 11:36,0.476,0.023,0,0,0,0,p
2017-03-02 11:42,0.318,0.023,0,0,0,0,p
2017-03-02 11:48,0.107,0.030,0,0,0,0,p
2017-03-02 11:54,-0.064,0.020,0,0,0,0,p
2017-03-02 12:00,-0.213,0.023,0,0,0,0,p
2017-03-02 12:06,-0.389,0.023,0,0,0,0,p
2017-03-02 12:12,-0.510,0.052,1,0,0,0,p
2017-03-02 12:18,-0.555,0.023,0,0,0,0,p
2017-03-02 12:24,-0.627,0.056,0,0,0,0,p
2017-03-02 12:30,-0.704,0.030,1,0,0,0,p
2017-03-02 12:36,-0.744,0.016,0,0,0,0,p
2017-03-02 12:42,-0.767,0.020,0,0,0,0,p
2017-03-02 12:48,-0.753,0.030,1,0,0,0,p
2017-03-02 12:54,-0.735,0.026,0,0,0,0,p
2017-03-02 13:00,-0.686,0.030,1,0,0,0,p
2017-03-02 13:06,-0.605,0.016,1,0,0,0,p
2017-03-02 13:12,-0.510,0.023,0,0,0,0,p
2017-03-02 13:18,-0.398,0.049,0,0,0,0,p
2017-03-02 13:24,-0.253,0.026,0,0,0,0,p
2017-03-02 13:30,-0.096,0.039,0,0,0,0,p
2017-03-02 13:36,0.089,0.030,0,0,0,0,p
2017-03-02 13:42,0.260,0.066,0,0,0,0,p
2017-03-02 13:48,0.467,0.036,0,0,0,0,p
2017-03-02 13:54,0.705,0.036,0,0,0,0,p
2017-03-02 14:00,0.930,0.056,1,0,0,0,p
2017-03-02 14:06,1.155,0.039,0,0,0,0,p
2017-03-02 14:12,1.353,0.039,0,0,0,0,p
2017-03-02 14:18,1.538,0.033,0,0,0,0,p
2017-03-02 14:24,1.687,0.030,0,0,0,0,p
2017-03-02 14:30,1.826,0.036,0,0,0,0,p
2017-03-02 14:36,1.970,0.023,0,0,0,0,p
2017-03-02 14:42,2.096,0.026,1,0,0,0,p
2017-03-02 14:48,2.218,0.039,0,0,0,0,p
2017-03-02 14:54,2.375,0.023,0,0,0,0,p
2017-03-02 15:00,2.573,0.033,0,0,0,0,p
2017-03-02 15:06,2.857,0.036,0,0,0,0,p
2017-03-02 15:12,3.123,0.030,0,0,0,0,p
2017-03-02 15:18,3.429,0.043,0,0,0,0,p
2017-03-02 15:24,3.757,0.033,0,0,0,0,p
2017-03-02 15:30,4.032,0.030,0,0,0,0,p
2017-03-02 15:36,4.347,0.036,0,0,0,0,p
2017-03-02 15:42,4.684,0.052,0,0,0,0,p
2017-03-02 15:48,5.009,0.043,0,0,0,0,p
2017-03-02 15:54,5.265,0.036,0,0,0,0,p
2017-03-02 16:00,5.562,0.043,1,0,0,0,p
2017-03-02 16:06,5.810,0.033,0,0,0,0,p
2017-03-02 16:12,6.053,0.030,0,0,0,0,p
2017-03-02 16:18,6.296,0.036,0,0,0,0,p
2017-03-02 16:24,6.535,0.030,0,0,0,0,p
2017-03-02 16:30,6.751,0.030,0,0,0,0,p
2017-03-02 16:36,6.886,0.030,0,0,0,0,p
2017-03-02 16:42,7.061,0.049,1,0,0,0,p
2017-03-02 16:48,7.268,0.030,1,0,0,0,p
2017-03-02 16:54,7.403,0.026,0,0,0,0,p
2017-03-02 17:00,7.579,0.033,0,0,0,0,p
2017-03-02 17:06,7.835,0.033,0,0,0,0,p
2017-03-02 17:12,8.056,0.026,0,0,0,0,p
2017-03-02 17:18,8.231,0.020,0,0,0,0,p
2017-03-02 17:24,8.439,0.036,0,0,0,0,p
2017-03-02 17:30,8.749,0.030,0,0,0,0,p
2017-03-02 17:36,8.983,0.020,0,0,0,0,p
2017-03-02 17:42,9.127,0.030,0,0,0,0,p
2017-03-02 17:48,9.334,0.039,0,0,0,0,p
2017-03-02 17:54,9.514,0.030,0,0,0,0,p
2017-03-02 18:00,9.636,0.030,0,0,0,0,p
2017-03-02 18:06,9.802,0.030,0,0,0,0,p
2017-03-02 18:12,9.897,0.023,0,0,0,0,p
2017-03-02 18:18,10.001,0.033,0,0,0,0,p
2017-03-02 18:24,10.041,0.020,0,0,0,0,p
2017-03-02 18:30,10.082,0.013,0,0,0,0,p
2017-03-02 18:36,10.104,0.030,0,0,0,0,p
2017-03-02 18:42,10.140,0.023,0,0,0,0,p
2017-03-02 18:48,10.145,0.016,0,0,0,0,p
2017-03-02 18:54,10.154,0.023,0,0,0,0,p
2017-03-02 19:00,10.082,0.020,1,0,0,0,p
2017-03-02 19:06,10.037,0.016,0,0,0,0,p
2017-03-02 19:12,9.996,0.016,0,0,0,0,p
2017-03-02 19:18,9.928,0.020,0,0,0,0,p
2017-03-02 19:24,9.748,0.030,0,0,0,0,p
2017-03-02 19:30,9.564,0.026,0,0,0,0,p
2017-03-02 19:36,9.415,0.026,0,0,0,0,p
2017-03-02 19:42,9.316,0.020,0,0,0,0,p
2017-03-02 19:48,9.145,0.033,0,0,0,0,p
2017-03-02 19:54,8.974,0.020,0,0,0,0,p
2017-03-02 20:00,8.826,0.030,0,0,0,0,p
2017-03-02 20:06,8.655,0.020,0,0,0,0,p
2017-03-02 20:12,8.502,0.052,0,0,0,0,p
2017-03-02 20:18,8.425,0.030,1,0,0,0,p
2017-03-02 20:24,8.286,0.030,0,0,0,0,p
2017-03-02 20:30,8.123,0.023,0,0,0,0,p
2017-03-02 20:36,7.921,0.033,0,0,0,0,p
2017-03-02 20:42,7.808,0.023,0,0,0,0,p
2017-03-02 20:48,7.588,0.049,0,0,0,0,p
2017-03-02 20:54,7.525,0.020,0,0,0,0,p
2017-03-02 21:00,7.354,0.046,0,0,0,0,p
2017-03-02 21:06,7.142,0.020,0,0,0,0,p
2017-03-02 21:12,6.868,0.056,0,0,0,0,p
2017-03-02 21:18,6.602,0.033,0,0,0,0,p
2017-03-02 21:24,6.350,0.052,0,0,0,0,p
2017-03-02 21:30,6.017,0.039,0,0,0,0,p
2017-03-02 21:36,5.706,0.046,0,0,0,0,p
2017-03-02 21:42,5.355,0.039,1,0,0,0,p
2017-03-02 21:48,5.108,0.039,0,0,0,0,p
2017-03-02 21:54,4.743,0.043,0,0,0,0,p
2017-03-02 22:00,4.531,0.026,0,0,0,0,p
2017-03-02 22:06,4.230,0.033,0,0,0,0,p
2017-03-02 22:12,3.969,0.036,0,0,0,0,p
2017-03-02 22:18,3.631,0.039,0,0,0,0,p
2017-03-02 22:24,3.361,0.036,0,0,0,0,p
2017-03-02 22:30,3.118,0.046,0,0,0,0,p
2017-03-02 22:36,2.812,0.046,0,0,0,0,p
2017-03-02 22:42,2.564,0.036,0,0,0,0,p
2017-03-02 22:48,2.240,0.039,0,0,0,0,p
2017-03-02 22:54,1.988,0.030,0,0,0,0,p
2017-03-02 23:00,1.727,0.052,0,0,0,0,p
2017-03-02 23:06,1.493,0.036,0,0,0,0,p
2017-03-02 23:12,1.236,0.030,0,0,0,0,p
2017-03-02 23:18,1.007,0.023,0,0,0,0,p
2017-03-02 23:24,0.809,0.089,0,0,0,0,p
2017-03-02 23:30,0.575,0.033,1,0,0,0,p
2017-03-02 23:36,0.372,0.033,0,0,0,0,p
2017-03-02 23:42,0.152,0.049,1,0,0,0,p
2017-03-02 23:48,-0.001,0.023,1,0,0,0,p
